date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:56:19	1892/1892	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2235152bc1d29ec01eedc4694649979b10%22	https://lonesomelabs.com/wp-content/themes/lonesomelabs/assets/svg/icon-eye.svg	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/wp-content/themes/lonesomelabs/assets/svg/icon-eye.svg	(from https://lonesomelabs.com/)
11:56:19	1040/1040	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%220e55d0ca25bac4b43524d45118bd0464%22	https://lonesomelabs.com/wp-content/themes/lonesomelabs/assets/svg/icon-thumbs-up.svg	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/wp-content/themes/lonesomelabs/assets/svg/icon-thumbs-up.svg	(from https://lonesomelabs.com/)
11:56:20	597/597	---M--	200	added ('OK')	image/svg+xml	etag:%22a2522234b99ecad25b0dfe91587602b4%22	https://lonesomelabs.com/wp-content/themes/lonesomelabs/assets/svg/arrow-right-main.svg	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/wp-content/themes/lonesomelabs/assets/svg/arrow-right-main.svg	(from https://lonesomelabs.com/)
11:56:20	1138106/1138106	---M--	200	added ('OK')	image/gif	etag:%22725148558bcea35b146026d693ea4c29%22	https://lonesomelabs.com/wp-content/uploads/2024/02/new-pulse.gif	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/wp-content/uploads/2024/02/new-pulse.gif	(from https://lonesomelabs.com/)
11:56:20	245/245	---M--	200	added ('OK')	image/svg+xml	etag:%229521c67a77b569fa92a51aa01fa3bb34%22	https://lonesomelabs.com/wp-content/themes/lonesomelabs/assets/svg/icon-que.svg	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/wp-content/themes/lonesomelabs/assets/svg/icon-que.svg	(from https://lonesomelabs.com/)
11:56:20	5205/5205	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ee9510f60e7c3a0c1bda666d3c6dd814%22	https://lonesomelabs.com/wp-content/themes/lonesomelabs/assets/svg/icon-check-g.svg	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/wp-content/themes/lonesomelabs/assets/svg/icon-check-g.svg	(from https://lonesomelabs.com/)
11:56:20	5818/5818	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b85c3e34e3d1c4c5ab80fd530b99c62c%22	https://lonesomelabs.com/wp-content/themes/lonesomelabs/assets/svg/icon-5-stars.svg	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/wp-content/themes/lonesomelabs/assets/svg/icon-5-stars.svg	(from https://lonesomelabs.com/)
11:56:21	5173/5173	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d9d0abad63592c152cf19236f82fdda2%22	https://lonesomelabs.com/wp-content/uploads/2024/01/icon-verified.svg	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/wp-content/uploads/2024/01/icon-verified.svg	(from https://lonesomelabs.com/)
11:56:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20May%202024%2005:56:20%20GMT	https://lonesomelabs.com/amazon-reviews-highfive/	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/amazon-reviews-highfive/index.html	(from https://lonesomelabs.com/)
11:56:21	2627/2627	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c82ef31770691eab6e8834d6bd794c5f%22	https://lonesomelabs.com/wp-content/uploads/2024/02/comments.svg	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/wp-content/uploads/2024/02/comments.svg	(from https://lonesomelabs.com/)
11:56:21	2335/2335	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22fdd102e2fb10390a1da5407bc7e9c83a%22	https://lonesomelabs.com/wp-content/uploads/2024/01/icon-chart-bar.svg	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/wp-content/uploads/2024/01/icon-chart-bar.svg	(from https://lonesomelabs.com/)
11:56:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://lonesomelabs.com/amazon-live-sales-dashboard-pulse/	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/amazon-live-sales-dashboard-pulse/index.html	(from https://lonesomelabs.com/)
11:56:22	132209/132209	---MCZ	200	added ('OK')	text/html	etag:W/%223740357d60887fecda5dacbb89b3fe82%22	https://lonesomelabs.com/learn/6-best-practices-for-amazon-seller-inventory-turnover.html	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/learn/6-best-practices-for-amazon-seller-inventory-turnover.html	(from https://lonesomelabs.com/)
11:56:23	135915/135915	---MCZ	200	added ('OK')	text/html	etag:W/%2259d00ded78cdc507d72ac4c0f01ca6f9%22	https://lonesomelabs.com/learn/6-key-strategies-to-elevate-amazon-sales-pricing.html	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/learn/6-key-strategies-to-elevate-amazon-sales-pricing.html	(from https://lonesomelabs.com/)
11:56:24	142457/142457	---MCZ	200	added ('OK')	text/html	etag:W/%225cee361c30d26ca2eb3ccf59fa7b310f%22	https://lonesomelabs.com/learn/why-automate-amazon-review-requests.html	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/learn/why-automate-amazon-review-requests.html	(from https://lonesomelabs.com/)
11:56:24	616/616	---M--	200	added ('OK')	image/svg+xml	etag:%22df1960a50d1ec504f93a8d13c1ad4948%22	https://lonesomelabs.com/wp-content/themes/lonesomelabs/assets/svg/linkedin.svg	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/wp-content/themes/lonesomelabs/assets/svg/linkedin.svg	(from https://lonesomelabs.com/)
11:56:24	1174/1174	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22bf6b886907d983f7f9b2760e0cdde8b4%22	https://lonesomelabs.com/wp-content/themes/lonesomelabs/assets/svg/twitter.svg	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/wp-content/themes/lonesomelabs/assets/svg/twitter.svg	(from https://lonesomelabs.com/)
11:56:24	8903/8903	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c1aad2079823066b56724648dfa69099%22	https://lonesomelabs.com/wp-content/uploads/2024/01/lonesomelabs_logo.svg	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/wp-content/uploads/2024/01/lonesomelabs_logo.svg	(from https://lonesomelabs.com/)
11:56:24	468/468	---M--	200	added ('OK')	image/svg+xml	etag:%22e0888cc319f2810806a8dc50a3c7878c%22	https://lonesomelabs.com/wp-content/themes/lonesomelabs/assets/svg/arrow-right.svg	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/wp-content/themes/lonesomelabs/assets/svg/arrow-right.svg	(from https://lonesomelabs.com/)
11:56:25	3383/3383	---MCZ	200	added ('OK')	text/css	etag:W/%22c13421c0d3fddffb76ebf0965f6cad06%22	https://lonesomelabs.com/wp-content/themes/lonesomelabs/lib/lity-2.4.1/lity.min.css?ver=2.4.1	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/wp-content/themes/lonesomelabs/lib/lity-2.4.1/lity.min8066.css	(from https://lonesomelabs.com/)
11:56:25	125843/125843	---MCZ	200	added ('OK')	text/html	etag:W/%220156646784bd46ef461027dcc9efb153%22	https://lonesomelabs.com/privacy-policy/	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/privacy-policy/index.html	(from https://lonesomelabs.com/)
11:56:25	18436/18436	---MCZ	200	added ('OK')	text/css	etag:W/%2254c9fa7d1d3b428ed62e26d09289d15a%22	https://lonesomelabs.com/wp-content/themes/lonesomelabs/lib/swiper-11.0.5/swiper-bundle.min.css?ver=11	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/wp-content/themes/lonesomelabs/lib/swiper-11.0.5/swiper-bundle.min8bb0.css	(from https://lonesomelabs.com/)
11:56:25	132668/132668	---MCZ	200	added ('OK')	text/html	etag:W/%22d1419b9afa4a56c84bd6ca9cd946992d%22	https://lonesomelabs.com/terms-of-service/	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/terms-of-service/index.html	(from https://lonesomelabs.com/)
11:56:26	99752/99752	---MCZ	200	added ('OK')	text/html	etag:W/%22d19ab7a7b68d21cbfc6a4a15aeef41b0%22	https://lonesomelabs.com/cookie-chart/	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/cookie-chart/index.html	(from https://lonesomelabs.com/)
11:56:26	3122/3122	---MCZ	200	added ('OK')	application/javascript	etag:W/%221da4695eb976ac0650a08c52db0af14c%22	https://lonesomelabs.com/wp-content/themes/lonesomelabs/assets/js/global.js?ver=664ae7f564f4f	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/wp-content/themes/lonesomelabs/assets/js/globalb55d.js	(from https://lonesomelabs.com/)
11:56:26	100011/100011	---MCZ	200	added ('OK')	text/html	etag:W/%222fb90565f1e0488ab906c4772d8c64c9%22	https://lonesomelabs.com/accessibility-statement/	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/accessibility-statement/index.html	(from https://lonesomelabs.com/)
11:56:26	6235/6235	---MCZ	200	added ('OK')	application/javascript	etag:W/%22144978706d3313559c978406aae32163%22	https://lonesomelabs.com/wp-content/themes/lonesomelabs/assets/js/handleForms.js?ver=664ae7f564f4f	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/wp-content/themes/lonesomelabs/assets/js/handleFormsb55d.js	(from https://lonesomelabs.com/)
11:56:26	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%22826eb77e86b02ab7724fe3d0141ff87c%22	https://lonesomelabs.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://lonesomelabs.com/)
11:56:26	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%229ffeb32e2d9efbf8f70caabded242267%22	https://lonesomelabs.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://lonesomelabs.com/)
11:56:27	6639/6639	---MCZ	200	added ('OK')	application/javascript	etag:W/%225cc5a1610ec618d46d997b27806b42f2%22	https://lonesomelabs.com/wp-content/themes/lonesomelabs/lib/lity-2.4.1/lity.min.js?ver=2.4.1	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/wp-content/themes/lonesomelabs/lib/lity-2.4.1/lity.min8066.js	(from https://lonesomelabs.com/)
11:56:27	148471/148471	---MCZ	200	added ('OK')	application/javascript	etag:W/%221aba3b60641d8dc579dca329a28d74d8%22	https://lonesomelabs.com/wp-content/themes/lonesomelabs/lib/swiper-11.0.5/swiper-bundle.min.js?ver=11	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/wp-content/themes/lonesomelabs/lib/swiper-11.0.5/swiper-bundle.min8bb0.js	(from https://lonesomelabs.com/)
11:56:31	386698/386698	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2028%20May%202024%2003:51:06%20GMT	https://cdn.enable.co.il/licenses/enable-L144549oip40skqf-0922-35325/init.js?ver=1.4	C:/My%20Web%20Sites/Pulse/cdn.enable.co.il/licenses/enable-L144549oip40skqf-0922-35325/initad05.js	(from https://lonesomelabs.com/)
11:56:31	6692/6692	---M--	200	added ('OK')	image/webp	etag:%224b03d71734d1cf170ef84f88b6fbf4b5%22	https://lonesomelabs.com/wp-content/webp-express/webp-images/uploads/2024/01/tom.png.webp	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/wp-content/webp-express/webp-images/uploads/2024/01/tom.png.webp	(from https://lonesomelabs.com/about-us/)
11:56:31	24972/24972	---M--	200	added ('OK')	image/webp	etag:%2204d352c757e1aaef2178c735cbf18408%22	https://lonesomelabs.com/wp-content/webp-express/webp-images/uploads/2024/01/george-225x300.jpeg.webp	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/wp-content/webp-express/webp-images/uploads/2024/01/george-225x300.jpeg.webp	(from https://lonesomelabs.com/about-us/)
11:56:32	6218/6218	---M--	200	added ('OK')	image/webp	etag:%22482491c81fbf24117bd967786a3700e5%22	https://lonesomelabs.com/wp-content/webp-express/webp-images/uploads/2024/01/joshua.png.webp	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/wp-content/webp-express/webp-images/uploads/2024/01/joshua.png.webp	(from https://lonesomelabs.com/about-us/)
11:56:32	3122/3122	---MCZ	200	added ('OK')	application/javascript	etag:W/%221da4695eb976ac0650a08c52db0af14c%22	https://lonesomelabs.com/wp-content/themes/lonesomelabs/assets/js/global.js?ver=664ae7e5ec4bb	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/wp-content/themes/lonesomelabs/assets/js/global20a9.js	(from https://lonesomelabs.com/about-us/)
11:56:33	6235/6235	---MCZ	200	added ('OK')	application/javascript	etag:W/%22144978706d3313559c978406aae32163%22	https://lonesomelabs.com/wp-content/themes/lonesomelabs/assets/js/handleForms.js?ver=664ae7e5ec4bb	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/wp-content/themes/lonesomelabs/assets/js/handleForms20a9.js	(from https://lonesomelabs.com/about-us/)
11:56:33	163831/163831	---MCZ	200	added ('OK')	text/html	etag:W/%223ff6d9aa20202cd1d807970f3c047bcc%22	https://lonesomelabs.com/learn/pricing-amazon-products.html	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/learn/pricing-amazon-products.html	(from https://lonesomelabs.com/learn/)
11:56:34	192595/192595	---MCZ	200	added ('OK')	text/html	etag:W/%22c8289b1b0eaf5151600a4578f7aa0c72%22	https://lonesomelabs.com/learn/sourcing-and-supply-chain-management.html	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/learn/sourcing-and-supply-chain-management.html	(from https://lonesomelabs.com/learn/)
11:56:35	144145/144145	---MCZ	200	added ('OK')	text/html	etag:W/%2227b1fca50be7f4c7f9632c7b9814d7e7%22	https://lonesomelabs.com/learn/how-to-perfect-inventory-management-as-an-amazon-seller.html	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/learn/how-to-perfect-inventory-management-as-an-amazon-seller.html	(from https://lonesomelabs.com/learn/)
11:56:35	180742/180742	---MCZ	200	added ('OK')	text/html	etag:W/%223feb408169ece7eb9f9335a85b5d8d5e%22	https://lonesomelabs.com/learn/amazon-seo.html	C:/My%20Web%20Sites/Pulse/lonesomelabs.com/learn/amazon-seo.html	(from https://lonesomelabs.com/learn/)
